name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,pageAsText,referenceRemarks,infraspecies,speciesAuthor,collectionNumber,collectorTeam,typeLocations,remarks,collectionDate1,locality,typeCoordinates,nameStatus,nameStatusType,typeRemarks,originalTaxonDistribution,typeNote,originalRemarks
Anchusa_dasyantha,Cham.,Cham.,,spec.,/n/12533-2,Boraginaceae,Anchusa,dasyantha,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 437 (-438),703-2,citation,Linnaea 4(4): 437 (-438). 1829 [post Oct 1829] ,FALSE,TRUE,1.2.2.1.1.1,12533-2,urn:lsid:ipni.org:names:12533-2,wfo-0000533597,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=437&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Auxemma_glazioviana,Taub.,Taub.,,spec.,/n/27173-2,Boraginaceae,Auxemma,glazioviana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1892,5 Apr 1892,"15(2, Beibl. 34): 11",553-2,citation,"Bot. Jahrb. Syst. 15(2, Beibl. 34): 11. 1892 [5 Apr 1892] ",FALSE,TRUE,1.3,27173-2,urn:lsid:ipni.org:names:27173-2,wfo-0000557393,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_acutifolia,Fresen.,Fresen.,,spec.,/n/274882-2,Boraginaceae,Cordia,acutifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 11 (-12),629-2,citation,Fl. Bras. (Martius) 8(1): 11 (-12). 1857 [28 Feb 1857] ,FALSE,TRUE,1.9,274882-2,urn:lsid:ipni.org:names:274882-2,wfo-0000620221,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146271&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146271,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_amplifolia,Mez,Mez,,spec.,/n/294945-2,Boraginaceae,Cordia,amplifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Bot. Jahrb. Syst.,1890,23 Dec 1890,12(5): 538,553-2,citation,Bot. Jahrb. Syst. 12(5): 538. 1890 [23 Dec 1890] ,FALSE,TRUE,1.3,294945-2,urn:lsid:ipni.org:names:294945-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.issue=5&rft.spage=538&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_araripensis,Rizzini,Rizzini,,spec.,/n/65191-2,Boraginaceae,Cordia,araripensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1976,NA,no. 41: 180,1167-2,citation,Rodriguésia no. 41: 180. 1976 ,FALSE,TRUE,1.2,65191-2,urn:lsid:ipni.org:names:65191-2,wfo-0000620249,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,138,Sobrinho,holotype RB,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_asperrima,Spreng.,Spreng.,,spec.,/n/274887-2,Boraginaceae,Cordia,asperrima,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Syst. Veg., ed. 16 [Sprengel]",1824,dated 1825; publ. in late 1824,1: 649,14620-2,citation,"Syst. Veg., ed. 16 [Sprengel] 1: 649. 1824 [dated 1825; publ. in late 1824] ",FALSE,TRUE,1.1.2.1.1.3,274887-2,urn:lsid:ipni.org:names:274887-2,wfo-0000620255,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.spage=649&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,1494,F.Sellow,holotype B,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_asterophora,Fresen.,Fresen.,,spec.,/n/274888-2,Boraginaceae,Cordia,asterophora,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 5 (-6),629-2,citation,Fl. Bras. (Martius) 8(1): 5 (-6). 1857 [28 Feb 1857] ,FALSE,TRUE,1.8,274888-2,urn:lsid:ipni.org:names:274888-2,wfo-0000620257,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146268&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146268,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_atrofusca,Taub.,Taub.,,spec.,/n/274890-2,Boraginaceae,Cordia,atrofusca,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1893,24 Feb 1893,"15(5, Beibl. 38): 12",553-2,citation,"Bot. Jahrb. Syst. 15(5, Beibl. 38): 12. 1893 [24 Feb 1893] ",FALSE,TRUE,1.5,274890-2,urn:lsid:ipni.org:names:274890-2,wfo-0000620259,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_bahiensis,DC.,DC.,,spec.,/n/274893-2,Boraginaceae,Cordia,bahiensis,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 489,1051-2,citation,Prodr. [A. P. de Candolle] 9: 489. 1845 [1 Jan 1845] ,FALSE,TRUE,1.5,274893-2,urn:lsid:ipni.org:names:274893-2,wfo-0000620267,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162856&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162856,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_braceliniae,I.M.Johnst.,I.M.Johnst.,,spec.,/n/274902-2,Boraginaceae,Cordia,braceliniae,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Arnold Arbor.,1935,NA,16: 177,981-2,citation,J. Arnold Arbor. 16: 177. 1935 ,FALSE,TRUE,1.5,274902-2,urn:lsid:ipni.org:names:274902-2,wfo-0000620297,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.spage=177&rft.volume=16&rft_id=http://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_brachypoda,DC.,DC.,,spec.,/n/274903-2,Boraginaceae,Cordia,brachypoda,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 487,1051-2,citation,Prodr. [A. P. de Candolle] 9: 487. 1845 [1 Jan 1845] ,FALSE,TRUE,1.7,274903-2,urn:lsid:ipni.org:names:274903-2,wfo-0000620299,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162854&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162854,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_calocephala,Cham.,Cham.,,spec.,/n/65230-2,Boraginaceae,Cordia,calocephala,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 488 (-489),703-2,citation,Linnaea 4(4): 488 (-489). 1829 [post Oct 1829] ,FALSE,TRUE,1.2.2.1.1.1,65230-2,urn:lsid:ipni.org:names:65230-2,wfo-0000620324,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=488&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_caput-medusae,Taub.,Taub.,,spec.,/n/65234-2,Boraginaceae,Cordia,caput-medusae,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1893,24 Feb 1893,"15(5, Beibl. 38): 15",553-2,citation,"Bot. Jahrb. Syst. 15(5, Beibl. 38): 15. 1893 [24 Feb 1893] ",FALSE,TRUE,1.4,65234-2,urn:lsid:ipni.org:names:65234-2,wfo-0000620336,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_corchorifolia,A.DC.,A.DC.,,spec.,/n/274919-2,Boraginaceae,Cordia,corchorifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 496,1051-2,citation,Prodr. [A. P. de Candolle] 9: 496. 1845 [1 Jan 1845] ,FALSE,TRUE,1.8,274919-2,urn:lsid:ipni.org:names:274919-2,wfo-0000620373,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162863&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162863,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_crenatifolia,Rizzini,Rizzini,,spec.,/n/65273-2,Boraginaceae,Cordia,crenatifolia,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Leandra,1974,NA,no. 4-5: 12,2466-2,citation,Leandra no. 4-5: 12. 1974 ,FALSE,TRUE,1.2,65273-2,urn:lsid:ipni.org:names:65273-2,wfo-0000620394,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,13112,Lima,holotype RB,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_cujabensis,Silva Manso & Lhotsky ex Cham.,Silva Manso & Lhotsky ex Cham.,,spec.,/n/65276-2,Boraginaceae,Cordia,cujabensis,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,,Linnaea,1833,early 1833,8(2): 121,703-2,citation,Linnaea 8(2): 121. 1833 [early 1833] ,FALSE,TRUE,1.1.1.2.2.1.1.1,65276-2,urn:lsid:ipni.org:names:65276-2,wfo-0000620398,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=2&rft.spage=121&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_dardani,Taroda,Taroda,,spec.,/n/274927-2,Boraginaceae,Cordia,dardani,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notes Roy. Bot. Gard. Edinburgh,1986,NA,44(1): 111,758-2,citation,Notes Roy. Bot. Gard. Edinburgh 44(1): 111. 1986 ,FALSE,TRUE,1.3.2.1,274927-2,urn:lsid:ipni.org:names:274927-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1986&rft.issue=1&rft.spage=111&rft.volume=44&rft_id=http://www.biodiversitylibrary.org/bibliography/43948&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,862,E.P.Heringer et al.,holotype UB,"Eponymy: Dárdano de Andrade-Lima [The honoree's name Dardano seems to have been implicitly Latinized to Dardanus, and therefore, the published epithet dardani is accepted here]",NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_decipiens,I.M.Johnst.,I.M.Johnst.,,spec.,/n/274928-2,Boraginaceae,Cordia,decipiens,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,J. Arnold Arbor.,1937,NA,18: 11,981-2,citation,J. Arnold Arbor. 18: 11. 1937 ,FALSE,TRUE,1.5,274928-2,urn:lsid:ipni.org:names:274928-2,wfo-0000620412,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=11&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_diospyrifolia,Cham.,Cham.,,spec.,/n/65285-2,Boraginaceae,Cordia,diospyrifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 477 (-478),703-2,citation,Linnaea 4(4): 477 (-478). 1829 [post Oct 1829] ,FALSE,TRUE,1.2.2.1.1.1,65285-2,urn:lsid:ipni.org:names:65285-2,wfo-0000620423,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=477&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_discolor,Cham.,Cham.,,spec.,/n/274930-2,Boraginaceae,Cordia,discolor,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 482 (-483),703-2,citation,Linnaea 4(4): 482 (-483). 1829 [post Oct 1829] ,FALSE,TRUE,1.3.2.1.1.2,274930-2,urn:lsid:ipni.org:names:274930-2,wfo-0000620424,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=482&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_estrellensis,Glaz.,Glaz.,,spec.,/n/65301-2,Boraginaceae,Cordia,estrellensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1910,NA,57(Mém. 3e): 476,578-2,citation,Bull. Soc. Bot. France 57(Mém. 3e): 476. 1910 ,FALSE,TRUE,1.4,65301-2,urn:lsid:ipni.org:names:65301-2,wfo-0000620455,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_excelsa,A.DC.,A.DC.,,spec.,/n/274937-2,Boraginaceae,Cordia,excelsa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 473,1051-2,citation,Prodr. [A. P. de Candolle] 9: 473. 1845 [1 Jan 1845] ,FALSE,TRUE,1.8,274937-2,urn:lsid:ipni.org:names:274937-2,wfo-0000620460,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162840&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162840,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_fusca,M.Stapf,M.Stapf,,spec.,/n/77134697-1,Boraginaceae,Cordia,fusca,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Brittonia,2013,1 Jun 2013,65(2): 191,561-2,citation,Brittonia 65(2): 191. 2013 [1 Jun 2013] ,FALSE,TRUE,1.1,77134697-1,urn:lsid:ipni.org:names:77134697-1,wfo-0001318755,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,353,G.S.França,holotype BHCB,doi:10.1007/s12228-012-9268-7,5 Jun 2003,"Córrego Novo, Lagoa Zé de Brito, 548 m",,NA,NA,NA,NA,NA,NA
Cordia_gardneri,I.M.Johnst.,I.M.Johnst.,,spec.,/n/65319-2,Boraginaceae,Cordia,gardneri,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Contr. Gray Herb.,1930,NA,92: 51,896-2,citation,Contr. Gray Herb. 92: 51. 1930 ,FALSE,TRUE,1.3,65319-2,urn:lsid:ipni.org:names:65319-2,wfo-0000620496,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=51&rft.volume=92&rft_id=http://www.biodiversitylibrary.org/bibliography/59986&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_glabrata,A.DC.,A.DC.,,spec.,/n/274946-2,Boraginaceae,Cordia,glabrata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 473,1051-2,citation,Prodr. [A. P. de Candolle] 9: 473. 1845 [1 Jan 1845] ,FALSE,TRUE,1.8,274946-2,urn:lsid:ipni.org:names:274946-2,wfo-0000620513,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162840&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162840,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_glabrifolia,M.Stapf,M.Stapf,,spec.,/n/77134698-1,Boraginaceae,Cordia,glabrifolia,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America);Espírito Santo (Brazil Southeast, Brazil, Southern America);",FALSE,FALSE,TRUE,,Brittonia,2013,1 Jun 2013,65(2): 193,561-2,citation,Brittonia 65(2): 193. 2013 [1 Jun 2013] ,FALSE,TRUE,1.1,77134698-1,urn:lsid:ipni.org:names:77134698-1,wfo-0001319171,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,329,"M.N.S.Stapf, T.Silva &amp; E.Smidt",holotype HUEFS;isotype CEPEC;isotype NY,doi:10.1007/s12228-012-9268-7,22 Oct 2004,"Bahia: Itacaré, Estrada Ilheús-Itacaré, 107 m",,NA,NA,NA,NA,NA,NA
Cordia_glandulosa,Fresen.,Fresen.,,spec.,/n/274947-2,Boraginaceae,Cordia,glandulosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 19,629-2,citation,Fl. Bras. (Martius) 8(1): 19. 1857 [28 Feb 1857] ,FALSE,TRUE,1.9,274947-2,urn:lsid:ipni.org:names:274947-2,wfo-0000620518,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146275&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146275,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_goeldiana,Huber,Huber,,spec.,/n/65339-2,Boraginaceae,Cordia,goeldiana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1910,NA,6: 89,4221-2,citation,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 6: 89. 1910 ,FALSE,TRUE,1.4,65339-2,urn:lsid:ipni.org:names:65339-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Cordia_grandifolia,A.DC.,A.DC.,,spec.,/n/274951-2,Boraginaceae,Cordia,grandifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 475,1051-2,citation,Prodr. [A. P. de Candolle] 9: 475. 1845 [1 Jan 1845] ,FALSE,TRUE,1.9,274951-2,urn:lsid:ipni.org:names:274951-2,wfo-0000620537,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162842&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162842,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
