name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,pageAsText,referenceRemarks,infraspecies,speciesAuthor,collectionNumber,collectorTeam,typeLocations,remarks,collectionDate1,locality,typeCoordinates,nameStatus,nameStatusType,typeRemarks,originalTaxonDistribution,typeNote,originalRemarks
Heliotropium_claussenii,A.DC.,A.DC.,,spec.,/n/316154-2,Boraginaceae,Heliotropium,claussenii,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 543,1051-2,citation,Prodr. [A. P. de Candolle] 9: 543. 1845 [1 Jan 1845] ,FALSE,TRUE,1.4,316154-2,urn:lsid:ipni.org:names:316154-2,wfo-0000718473,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162910&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162910,NA,NA,NA,416,P.Claussen,lectotype G-DC;isotype BREM;isotype FI-W,[Gandhi 24 Aug 1998],NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_erectum,Vell.,Vell.,,spec.,/n/316155-2,Boraginaceae,Heliotropium,erectum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,69,932-2,citation,Fl. Flumin. 69. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,1.3,316155-2,urn:lsid:ipni.org:names:316155-2,wfo-0000718551,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=69&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,[Gandhi 24 Aug 1998] later homonym (non Lam. 1778),NA,NA,,NA,NA,NA,NA,"Vell., Fl. Flumin. Ic. 2: t. 42. 1831.",NA
Heliotropium_helophilum,Mart.,Mart.,,spec.,/n/316163-2,Boraginaceae,Heliotropium,helophilum,tax. nov.,"Humidis humosis prope Cujaba, Brazil (Southern America)",FALSE,FALSE,TRUE,,Flora,1838,NA,"21(2, Beibl. 4): 85",648-2,citation,"Flora 21(2, Beibl. 4): 85. 1838 ",FALSE,TRUE,1.3,316163-2,urn:lsid:ipni.org:names:316163-2,wfo-0000718635,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Herb. Fl. Bras. 267,C.F.P.Martius,lectotype BR;isotype FI-W;isotype G-DC;isotype GH;isotype L;isotype LE;isotype M;isotype P;isotype W,[Gandhi 26 Aug 1998],NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_minarum,Glaz.,Glaz.,,spec.,/n/119828-2,Boraginaceae,Heliotropium,minarum,tax. nov.,"Entre Sitio et Barbacena, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,FALSE,,Bull. Soc. Bot. France,1910,NA,57(Mém. 3e): 479,578-2,citation,Bull. Soc. Bot. France 57(Mém. 3e): 479. 1910 ,FALSE,TRUE,1.3,119828-2,urn:lsid:ipni.org:names:119828-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,15272,A.F.M.Glaziou,lectotype P;isotype B;isotype BM?;isotype BR;isotype C;isotype F;isotype G;isotype K;isotype LE;isotype P,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_monostachyum,Cham.,Cham.,,spec.,/n/316168-2,Boraginaceae,Heliotropium,monostachyum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 455 (-456),703-2,citation,Linnaea 4(4): 455 (-456). 1829 [post Oct 1829] ,FALSE,TRUE,1.2.2.1.1.1,316168-2,urn:lsid:ipni.org:names:316168-2,wfo-0000718759,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=455&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,s.n.,F.Sellow,lectotype LE-CHAM;isotype B;isotype BM;isotype BR;isotype G;isotype K;isotype L,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_ocellatum,Cham.,Cham.,,spec.,/n/316169-2,Boraginaceae,Heliotropium,ocellatum,tax. nov.,"Meridionalis, Brazil (Southern America)",FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,"4(4): 463 (-464; t. 5, fig. 5)",703-2,citation,"Linnaea 4(4): 463 (-464; t. 5, fig. 5). 1829 [post Oct 1829] ",FALSE,TRUE,1.2.2.1,316169-2,urn:lsid:ipni.org:names:316169-2,wfo-0000718789,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=463&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,[3579],F.Sellow,lectotype LE-CHAM;isotype B;isotype BR;isotype G-DC;isotype HAL;isotype K;isotype L;isotype M;isotype P;isotype US;isotype W,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_phylicoides,Cham.,Cham.,,spec.,/n/316175-2,Boraginaceae,Heliotropium,phylicoides,tax. nov.,"Meridionali (Rincon de Gallinas; Campo, Cap Nueba albique), Brazil (Southern America)",FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 460 (-462),703-2,citation,Linnaea 4(4): 460 (-462). 1829 [post Oct 1829] ,FALSE,TRUE,1.2.2.1,316175-2,urn:lsid:ipni.org:names:316175-2,wfo-0000718835,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=460&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,[1002],F.Sellow,lectotype LE-CHAM;isotype B;isotype BR?;isotype G-DC;isotype HAL;isotype K;isotype P,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_rigidifolium,A.DC.,A.DC.,,spec.,/n/316181-2,Boraginaceae,Heliotropium,rigidifolium,tax. nov.,"Tamandua, Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 543,1051-2,citation,Prodr. [A. P. de Candolle] 9: 543. 1845 [1 Jan 1845] ,FALSE,TRUE,1.4,316181-2,urn:lsid:ipni.org:names:316181-2,wfo-0000718886,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162910&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162910,NA,NA,NA,3845 [93],J.S.Blanchet,lectotype G-DC;isotype BM;isotype BR;isotype F;isotype FI;isotype FI-W;isotype P,[Gandhi 27 Aug 1998],NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_salicoides,Cham.,Cham.,,spec.,/n/117200-1,Boraginaceae,Heliotropium,salicoides,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1833,early 1833,8(1): 117,703-2,citation,Linnaea 8(1): 117. 1833 [early 1833] ,FALSE,TRUE,1.6,117200-1,urn:lsid:ipni.org:names:117200-1,wfo-0000718900,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=1&rft.spage=117&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,collection: Sellow [s.n.; s.d.],NA,NA,Bras
Heliotropium_scandens,Vell.,Vell.,,spec.,/n/316184-2,Boraginaceae,Heliotropium,scandens,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,69,932-2,citation,Fl. Flumin. 69. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,1.3,316184-2,urn:lsid:ipni.org:names:316184-2,wfo-0000718910,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=69&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,[Gandhi 27 Aug 1998],NA,NA,,NA,NA,NA,NA,"Vell., Fl. Flumin. Ic. 2: t. 41. 1831.",NA
Heliotropium_sidifolium,Cham.,Cham.,,spec.,/n/316185-2,Boraginaceae,Heliotropium,sidifolium,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 460 (-458),703-2,citation,Linnaea 4(4): 460 (-458). 1829 [post Oct 1829] (as sidaefolium),FALSE,TRUE,1.2.2.1,316185-2,urn:lsid:ipni.org:names:316185-2,wfo-0001215182,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=460&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,(as sidaefolium),NA,NA,s.n.,F.Sellow,lectotype M;isotype B;isotype BREM;isotype HAL;isotype LE?;isotype P?,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_strictissimum,A.DC.,A.DC.,,spec.,/n/316186-2,Boraginaceae,Heliotropium,strictissimum,tax. nov.,"Serra Jacobina, Bahia (Brazil, Southern America)",FALSE,FALSE,FALSE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 544,1051-2,citation,Prodr. [A. P. de Candolle] 9: 544. 1845 [1 Jan 1845] ,FALSE,TRUE,1.4,316186-2,urn:lsid:ipni.org:names:316186-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162911&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162911,NA,NA,NA,3402a,J.S.Blanchet,lectotype G-DC;isotype B;isotype BM;isotype BR;isotype C;isotype F;isotype FI;isotype FI-W;isotype HAL;isotype K;isotype KIEL;isotype LE;isotype M;isotype NY;isotype P;isotype W,[Gandhi 27 Aug 1998],NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_tenue,Willd.,Willd.,,spec.,/n/117280-1,Boraginaceae,Heliotropium,tenue,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Syst. Veg., ed. 15 bis [Roemer & Schultes]",1819,NA,4: 737,14665-2,citation,"Syst. Veg., ed. 15 bis [Roemer & Schultes] 4: 737. 1819 ",FALSE,TRUE,1.1.2.2.1.2.2.1.1.1,117280-1,urn:lsid:ipni.org:names:117280-1,wfo-0000718978,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1819&rft.spage=737&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/825&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,The species name and description together ascribed to: 'Herb. Willd. MS.',NA,NA,,NA,NA,Collection: 'Com. ab. Hoffmannsegge',NA,NA,NA
Heliotropium_tiaridioides,Cham.,Cham.,,spec.,/n/119900-2,Boraginaceae,Heliotropium,tiaridioides,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,post Oct 1829,4(4): 453 (-455),703-2,citation,Linnaea 4(4): 453 (-455). 1829 [post Oct 1829] ,FALSE,TRUE,1.2.2.1.1.1,119900-2,urn:lsid:ipni.org:names:119900-2,wfo-0000719003,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=453&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,s.n.,F.Sellow,lectotype LE-CHAM;isotype B;isotype BR;isotype G-DC;isotype HAL;isotype K;isotype L;isotype LE-CHAM;isotype P;isotype W,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Heliotropium_transalpinum,Vell.,Vell.,,spec.,/n/316187-2,Boraginaceae,Heliotropium,transalpinum,tax. nov.,"Campis apricis transalpinis prope pagum Boavista, II-III, Brazil (Southern America)",FALSE,FALSE,TRUE,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,68,932-2,citation,Fl. Flumin. 68. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,1.3,316187-2,urn:lsid:ipni.org:names:316187-2,wfo-0000719007,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=68&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,[Gandhi 27 Aug 1998],NA,NA,,NA,NA,NA,NA,"Vell., Fl. Flumin. Ic. 2: t. 40. 1831.",NA
Lepidocordia_punctata,Ducke,Ducke,,spec.,/n/138192-2,Boraginaceae,Lepidocordia,punctata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Arch. Jard. Bot. Rio de Janeiro,1925,NA,4: 171,848-2,citation,Arch. Jard. Bot. Rio de Janeiro 4: 171. 1925 ,FALSE,TRUE,1.2,138192-2,urn:lsid:ipni.org:names:138192-2,wfo-0000361444,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Messerschmidia_organensis,Miers,Miers,,spec.,/n/327421-2,Boraginaceae,Messerschmidia,organensis,tax. nov.,"Imbuy Lane, Organ Mts, Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Contr. Bot.,1868,NA,2: 205,17449-2,citation,"Contr. Bot. 2: 205. 1868 Ann. & Mag. Nat. Hist. ser. 4, 2: 194. 1868",FALSE,TRUE,1.2,327421-2,urn:lsid:ipni.org:names:327421-2,NA,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1868&rft.spage=205&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/129755&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,"Ann. & Mag. Nat. Hist. ser. 4, 2: 194. 1868",NA,NA,s.n.,J.Miers,null BM,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Messerschmidia_ramiflora,Miers,Miers,,spec.,/n/327422-2,Boraginaceae,Messerschmidia,ramiflora,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Contr. Bot.,1868,NA,2: 208,17449-2,citation,"Contr. Bot. 2: 208. 1868 Ann. & Mag. Nat. Hist. ser. 4, 2: 197. 1868",FALSE,TRUE,1.2,327422-2,urn:lsid:ipni.org:names:327422-2,wfo-0000378274,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1868&rft.spage=208&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/129755&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,"Ann. & Mag. Nat. Hist. ser. 4, 2: 197. 1868",NA,NA,5037,George Gardner,null BM,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Myriopus_eulinae,J.I.M.Melo & R.S.Santos,J.I.M.Melo & R.S.Santos,,spec.,/n/77300608-1,Boraginaceae,Myriopus,eulinae,tax. nov.,"Alagoas (Brazil Northeast, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);Pernambuco (Brazil Northeast, Brazil, Southern America);",FALSE,FALSE,TRUE,,Brittonia,2022,9 Mar 2022,74(2): 181,561-2,citation,Brittonia 74(2): 181. 2022 [9 Mar 2022] [epublished],FALSE,TRUE,1.5,77300608-1,urn:lsid:ipni.org:names:77300608-1,wfo-1000030633,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,[epublished],NA,NA,1444,A.Rapini et al.,holotype HUEFS 139673;isotype HACAM,"doi:10.1007/s12228-022-09697-w Etymology: 'The specific epithet honors Eulina Miranda de Melo, J.I.M.Melo’s mother, who passed away in January 2020'.",9 Jan 2008,"Bahia: São Félix do Coribe, Distrito de Altamira, Fazenda Lagoa Pequena, 655 m",,NA,NA,NA,NA,NA,NA
Patagonula_glaziovii,Mez,Mez,,spec.,/n/185551-2,Boraginaceae,Patagonula,glaziovii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1890,24 Jun 1890,"12(1-2, Beibl. 27): 17",553-2,citation,"Bot. Jahrb. Syst. 12(1-2, Beibl. 27): 17. 1890 [24 Jun 1890] ",FALSE,TRUE,1.6,185551-2,urn:lsid:ipni.org:names:185551-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Preslaea_linifolia,A.St.-Hil.,A.St.-Hil.,,spec.,/n/210053-2,Boraginaceae,Preslaea,linifolia,tax. nov.,"Sur le sable a la Praia do Portal terres du Cabo Frio, Brazil (Southern America)",FALSE,FALSE,TRUE,,Voy. Distr. Diam.,1833,NA,2: 433,3477-2,citation,Voy. Distr. Diam. 2: 433. 1833 ,FALSE,TRUE,1.3,210053-2,urn:lsid:ipni.org:names:210053-2,wfo-0000397489,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,433 [86s],A.F.C.P.de Saint-Hilaire,lectotype P;isotype B;isotype M;isotype MPU,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Preslaea_paradoxa,Mart.,Mart.,,spec.,/n/210054-2,Boraginaceae,Preslaea,paradoxa,tax. nov.,"Ripa arenosa fluvii San Francisci prope Joazeiro, Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Nov. Gen. Sp. Pl. (Martius),1827,Jan-Jun 1827,"2(2): 76, t. 164",16214-2,citation,"Nov. Gen. Sp. Pl. (Martius) 2(2): 76, t. 164. 1827 [Jan-Jun 1827] ",FALSE,TRUE,1.3,210054-2,urn:lsid:ipni.org:names:210054-2,wfo-0000397488,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.issue=2&rft.spage=76&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,s.n.,C.F.P.Martius,lectotype M;isotype B;isotype BR;isotype FI-W,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Preslaea_parciflora,Mart.,Mart.,,spec.,/n/210055-2,Boraginaceae,Preslaea,parciflora,tax. nov.,"Sabulosis humentibus prope Cujaba, Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,,Flora,1839,NA,"22(1, Beibl.): 7, no. 277",648-2,citation,"Flora 22(1, Beibl.): 7, no. 277. 1839 ",FALSE,TRUE,1.3,210055-2,urn:lsid:ipni.org:names:210055-2,wfo-0000397486,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Herb. Fl. Bras. 277,C.F.P.Martius,lectotype M;isotype BR;isotype G-DC;isotype HAL;isotype K;isotype L;isotype LE;isotype NY;isotype P;isotype TUB;isotype W,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Preslaea_stenostachya,A.St.-Hil.,A.St.-Hil.,,spec.,/n/210056-2,Boraginaceae,Preslaea,stenostachya,tax. nov.,"Ripas fluminis Parahyba, Brazil (Southern America)",FALSE,FALSE,TRUE,,Voy. Distr. Diam.,1833,NA,2: 434,3477-2,citation,Voy. Distr. Diam. 2: 434. 1833 ,FALSE,TRUE,1.3,210056-2,urn:lsid:ipni.org:names:210056-2,wfo-0000397485,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,B228,A.F.C.P.de Saint-Hilaire,lectotype P;isotype K;isotype M;isotype MPU;isotype NY?;isotype P,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Saccellium_brasiliense,I.M.Johnst.,I.M.Johnst.,,spec.,/n/225032-2,Boraginaceae,Saccellium,brasiliense,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Arnold Arbor.,1935,NA,16: 181,981-2,citation,J. Arnold Arbor. 16: 181. 1935 ,FALSE,TRUE,1.3,225032-2,urn:lsid:ipni.org:names:225032-2,wfo-0001276653,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.spage=181&rft.volume=16&rft_id=http://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_dasycarpa,Fresen.,Fresen.,,spec.,/n/316193-2,Boraginaceae,Schleidenia,dasycarpa,tax. nov.,"Piaui (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 37,629-2,citation,Fl. Bras. (Martius) 8(1): 37. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,316193-2,urn:lsid:ipni.org:names:316193-2,wfo-0000432453,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146284&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146284,NA,NA,NA,2262,George Gardner,lectotype M;isotype BM;isotype GH;isotype K;isotype NY;isotype P;isotype US;isotype W,[Gandhi 27 Aug 1998],NA,NA,,NA,NA,NA,NA,NA,NA
