name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,pageAsText,referenceRemarks,infraspecies,speciesAuthor,collectionNumber,collectorTeam,typeLocations,remarks,collectionDate1,locality,typeCoordinates,nameStatus,nameStatusType,typeRemarks,originalTaxonDistribution,typeNote,originalRemarks
Schleidenia_elliptica,Fresen.,Fresen.,,spec.,/n/229578-2,Boraginaceae,Schleidenia,elliptica,tax. nov.,"Pascuis ad fl. San Francisci prope Salgado, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 42,629-2,citation,Fl. Bras. (Martius) 8(1): 42. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,229578-2,urn:lsid:ipni.org:names:229578-2,wfo-0001239190,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146286,NA,NA,NA,s.n.,C.F.P.Martius,lectotype M,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_fumana,Fresen.,Fresen.,,spec.,/n/229579-2,Boraginaceae,Schleidenia,fumana,tax. nov.,"Formigas et Ribeirao, Brazil (Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 40,629-2,citation,Fl. Bras. (Martius) 8(1): 40. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,229579-2,urn:lsid:ipni.org:names:229579-2,wfo-0000432455,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146285&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146285,NA,NA,NA,565 [= 3081 bzw. distr. no. 1588],J.B.E.Pohl,lectotype W;isotype B;isotype GH;isotype K;isotype M,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_gardneri,Fresen.,Fresen.,,spec.,/n/229580-2,Boraginaceae,Schleidenia,gardneri,tax. nov.,"Paranagua?, Piaui (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 35,629-2,citation,Fl. Bras. (Martius) 8(1): 35. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,229580-2,urn:lsid:ipni.org:names:229580-2,wfo-0000432464,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146283&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146283,NA,NA,NA,2685,George Gardner,lectotype M;isotype BM;isotype G-DC;isotype K;isotype P;isotype US;isotype W,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_incana,Fresen.,Fresen.,,spec.,/n/316194-2,Boraginaceae,Schleidenia,incana,tax. nov.,"Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 38,629-2,citation,Fl. Bras. (Martius) 8(1): 38. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,316194-2,urn:lsid:ipni.org:names:316194-2,wfo-0000432460,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146284&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146284,NA,NA,NA,4295,George Gardner,lectotype M;isotype B;isotype BM;isotype F;isotype G;isotype K;isotype M;isotype NY;isotype P;isotype W,[Gandhi 27 Aug 1998],NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_leptostachya,Fresen.,Fresen.,,spec.,/n/229582-2,Boraginaceae,Schleidenia,leptostachya,tax. nov.,"Sicciusculis arenosis campis t in praeruptis ripis arenosis juxta fl. San Francisci pr. Joazeiro, Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 43,629-2,citation,Fl. Bras. (Martius) 8(1): 43. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,229582-2,urn:lsid:ipni.org:names:229582-2,wfo-0000432463,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146287&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146287,NA,NA,NA,s.n.,C.F.P.Martius,lectotype M;isotype FI-W;isotype M,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_longepetiolata,Fresen.,Fresen.,,spec.,/n/229583-2,Boraginaceae,Schleidenia,longepetiolata,tax. nov.,"Rio Maranhao, Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 42,629-2,citation,Fl. Bras. (Martius) 8(1): 42. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,229583-2,urn:lsid:ipni.org:names:229583-2,wfo-0001239191,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146286,NA,NA,NA,2352 & 2384 [distr. no. 1593],J.B.E.Pohl,lectotype W;isotype F;isotype K;isotype W,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_macrantha,Fresen.,Fresen.,,spec.,/n/229584-2,Boraginaceae,Schleidenia,macrantha,tax. nov.,"Rio Agapita, Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 40,629-2,citation,Fl. Bras. (Martius) 8(1): 40. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,229584-2,urn:lsid:ipni.org:names:229584-2,wfo-0000432456,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146285&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146285,NA,NA,NA,s.n. [distr. no. 1590],J.B.E.Pohl,lectotype W;isotype B;isotype F;isotype K;isotype M,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Schleidenia_pubescens,Fresen.,Fresen.,,spec.,/n/229586-2,Boraginaceae,Schleidenia,pubescens,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1857,28 Feb 1857,8(1): 35,629-2,citation,Fl. Bras. (Martius) 8(1): 35. 1857 [28 Feb 1857] ,FALSE,TRUE,1.5,229586-2,urn:lsid:ipni.org:names:229586-2,wfo-0000432442,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146283&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,146283,NA,NA,NA,[524],C.Gaudichaud-Beaupré,lectotype P;isotype B;isotype G?,[Gandhi; LT],NA,NA,,NA,NA,NA,NA,NA,NA
Tiaridium_elongatum,Lehm.,Lehm.,,spec.,/n/316198-2,Boraginaceae,Tiaridium,elongatum,tax. nov.,"Locis arenosis, Brazil (Southern America)",FALSE,FALSE,TRUE,,Pl. Asperif. Nucif.,1818,NA,16,8812-2,citation,Pl. Asperif. Nucif. 16. 1818 ,FALSE,TRUE,1.2,316198-2,urn:lsid:ipni.org:names:316198-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,s.n.,F.W.Sieber,lectotype MEL;isotype B-WILLD;isotype K;isotype LE;isotype P,[Gandhi 28 Aug 1998],NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_andradelimae,J.I.M.Melo,J.I.M.Melo,,spec.,/n/77088563-1,Boraginaceae,Tournefortia,andradelimae,tax. nov.,"Paraíba (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Hoehnea,2007,30 Aug 2007,34(2): 156 (155-158; fig. 1),2305-2,citation,Hoehnea 34(2): 156 (155-158; fig. 1). 2007 [30 Aug 2007] ,FALSE,TRUE,1.3,77088563-1,urn:lsid:ipni.org:names:77088563-1,wfo-0000510542,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,s.n.,Braz,holotype IPA 53027,NA,Jun 1997,São José dos Cordeiros,,NA,NA,NA,NA,NA,NA
Tournefortia_breviflora,DC.,DC.,,spec.,/n/327418-2,Boraginaceae,Tournefortia,breviflora,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 520,1051-2,citation,Prodr. [A. P. de Candolle] 9: 520. 1845 [1 Jan 1845] ,FALSE,TRUE,1.5,327418-2,urn:lsid:ipni.org:names:327418-2,wfo-0001215394,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162887&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162887,NA,NA,NA,s.n.,P.W.Lund,null G,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_catharinensis,Vaupel,Vaupel,,spec.,/n/255466-2,Boraginaceae,Tournefortia,catharinensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 181,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 181. 1914 ,FALSE,TRUE,1.2,255466-2,urn:lsid:ipni.org:names:255466-2,wfo-0000410792,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=181&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_chamissoniana,Vaupel,Vaupel,,spec.,/n/255468-2,Boraginaceae,Tournefortia,chamissoniana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 182,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 182. 1914 ,FALSE,TRUE,1.2,255468-2,urn:lsid:ipni.org:names:255468-2,wfo-0000410794,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=182&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_graciliflora,Rusby,Rusby,,spec.,/n/255480-2,Boraginaceae,Tournefortia,graciliflora,tax. nov.,Brazil and Bolivia,FALSE,FALSE,FALSE,,Bull. Torrey Bot. Club,1899,18 Mar 1899,26(3): 148,586-2,citation,Bull. Torrey Bot. Club 26(3): 148. 1899 [18 Mar 1899] ,FALSE,TRUE,1.4,255480-2,urn:lsid:ipni.org:names:255480-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/710029&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,710029,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_gracillima,Vaupel,Vaupel,,spec.,/n/255482-2,Boraginaceae,Tournefortia,gracillima,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 183,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 183. 1914 ,FALSE,TRUE,1.2,255482-2,urn:lsid:ipni.org:names:255482-2,wfo-0001215243,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=183&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_lanuginosa,Vaupel,Vaupel,,spec.,/n/255494-2,Boraginaceae,Tournefortia,lanuginosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 183,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 183. 1914 ,FALSE,TRUE,1.2,255494-2,urn:lsid:ipni.org:names:255494-2,wfo-0000410659,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=183&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_macroloba,DC.,DC.,,spec.,/n/327420-2,Boraginaceae,Tournefortia,macroloba,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 527,1051-2,citation,Prodr. [A. P. de Candolle] 9: 527. 1845 [1 Jan 1845] ,FALSE,TRUE,1.5,327420-2,urn:lsid:ipni.org:names:327420-2,wfo-0000410679,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162894&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162894,NA,NA,NA,10,J.Lhotsky,null G,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_paniculata,Cham.,Cham.,,spec.,/n/30052535-2,Boraginaceae,Tournefortia,paniculata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1829,Oct 1869,4(4): 468 (-469),703-2,citation,Linnaea 4(4): 468 (-469). 1829 [Oct 1869] ,FALSE,TRUE,1.1.2.1.1.1,30052535-2,urn:lsid:ipni.org:names:30052535-2,wfo-0000410607,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=468&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,s.n.,F. Sellow,holotype B( extant?).,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_restingicola,Vaupel,Vaupel,,spec.,/n/255526-2,Boraginaceae,Tournefortia,restingicola,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 184,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 184. 1914 ,FALSE,TRUE,1.2,255526-2,urn:lsid:ipni.org:names:255526-2,wfo-0001215261,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=184&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_salzmannii,DC.,DC.,,spec.,/n/121129-1,Boraginaceae,Tournefortia,salzmannii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 524,1051-2,citation,Prodr. [A. P. de Candolle] 9: 524. 1845 [1 Jan 1845] ,FALSE,TRUE,1.1.2.1.1.3,121129-1,urn:lsid:ipni.org:names:121129-1,wfo-0001215901,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162891&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162891,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Bras
Tournefortia_speciosa,Vaupel,Vaupel,,spec.,/n/255539-2,Boraginaceae,Tournefortia,speciosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 185,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 185. 1914 ,FALSE,TRUE,1.2,255539-2,urn:lsid:ipni.org:names:255539-2,wfo-0000410967,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=185&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_vauthieri,DC.,DC.,,spec.,/n/327419-2,Boraginaceae,Tournefortia,vauthieri,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 526,1051-2,citation,Prodr. [A. P. de Candolle] 9: 526. 1845 [1 Jan 1845] ,FALSE,TRUE,1.5,327419-2,urn:lsid:ipni.org:names:327419-2,wfo-0000410979,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162893&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,162893,NA,NA,NA,s.n.,M.Vauthier,null G,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tournefortia_xapuryensis,Vaupel,Vaupel,,spec.,/n/255558-2,Boraginaceae,Tournefortia,xapuryensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 186,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 186. 1914 ,FALSE,TRUE,1.2,255558-2,urn:lsid:ipni.org:names:255558-2,wfo-0001215270,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=186&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Varronia_johnstoniana,J.I.M.Melo & D.D.Vieira,J.I.M.Melo & D.D.Vieira,,spec.,/n/77150595-1,Boraginaceae,Varronia,johnstoniana,tax. nov.,"Sergipe (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2015,20 Oct 2015,231(2): 148,20011462-1,citation,Phytotaxa 231(2): 148. 2015 [20 Oct 2015] [epublished],FALSE,TRUE,1.1,77150595-1,urn:lsid:ipni.org:names:77150595-1,wfo-0001317546,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,[epublished],NA,NA,24,T.V.P.Dantas &amp; J.E.Nascimento-Júnior,holotype ASE,doi:10.11646/phytotaxa.231.2.3,30 Jul 2008,"Areia Branca, Serra de Itabaiana National Park, Serra de Itabaiana",,NA,NA,NA,NA,NA,NA
Varronia_mariana,E.C.O.Chagas & Costa-Lima,E.C.O.Chagas & Costa-Lima,,spec.,/n/77195160-1,Boraginaceae,Varronia,mariana,tax. nov.,"Alagoas (Brazil Northeast, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);Paraíba (Brazil Northeast, Brazil, Southern America);Pernambuco (Brazil Northeast, Brazil, Southern America);Rio Grande do Norte (Brazil Northeast, Brazil, Southern America);Sergipe (Brazil Northeast, Brazil, Southern America);",FALSE,FALSE,TRUE,,Syst. Bot.,2018,28 Nov 2018,43(4): 1026,1295-2,citation,Syst. Bot. 43(4): 1026. 2018 [28 Nov 2018] [epublished],FALSE,TRUE,1.1,77195160-1,urn:lsid:ipni.org:names:77195160-1,wfo-0001319246,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,[epublished],NA,NA,13419,E.C.O.Chagas &amp; J.L.Costa-Lima,holotype MAC;isotype ASE;isotype EAC;isotype HUEFS;isotype IPA;isotype JPB;isotype UFRN;isotype W,"doi:10.1600/036364418X697760 The name of this species is in honor of all the women with the name Maria, almost 12 million in Brazil.",19 Jan 2017,"Alagoas: Mun. Santana do Ipanema, Cruzeiro, 334 m",,NA,NA,NA,NA,NA,NA
Varronia_minensis,T.S.Silva & J.I.M.Melo,T.S.Silva & J.I.M.Melo,,spec.,/n/77298043-1,Boraginaceae,Varronia,minensis,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Brittonia,2022,28 Jan 2022,74(1): 72,561-2,citation,Brittonia 74(1): 72. 2022 [28 Jan 2022] [epublished],FALSE,TRUE,1.1,77298043-1,urn:lsid:ipni.org:names:77298043-1,wfo-1000031133,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,[epublished],NA,NA,115,S.C.Nepomuceno et al.,holotype PEUFR,doi:10.1007/s12228-021-09692-7 Etymology: 'The specific epithet is a reference to the Brazilian state of Minas Gerais'.,8 Feb 2020,"Corinto, margens da BR-496, 597 m",,NA,NA,NA,NA,NA,NA
Varronia_xinguana,T.S.Silva & J.I.M.Melo,T.S.Silva & J.I.M.Melo,,spec.,/n/77205436-1,Boraginaceae,Varronia,xinguana,tax. nov.,"Pará (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2019,6 Aug 2019,44(3): 692,1295-2,citation,Syst. Bot. 44(3): 692. 2019 [6 Aug 2019] [epublished],FALSE,TRUE,1.1,77205436-1,urn:lsid:ipni.org:names:77205436-1,wfo-1000034885,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,[epublished],NA,NA,953,S.A.M.Souza,holotype MG;isotype NY,doi:10.1600/036364419X15620113920752,31 Jan 1987,"Altamira, rio Xingu, Largo do Passar",,NA,NA,NA,NA,NA,NA
