name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,distribution,hybrid,hybridGenus,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,speciesAuthor,referenceRemarks,collectionDate1,locality,remarks,typeNote,typeCoordinates,originalTaxonDistribution,originalRemarks,nameStatus,bibliographicReference,typeChosenBy,nameStatusType,typeRemarks,collectionDate2
Sida_bradei,Baker f.,Baker f.,,spec.,/n/235562-2,Malvaceae,Sida,bradei,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,J. Bot.,1925,NA,63: 239,678-2,citation,J. Bot. 63: 239. 1925 ,FALSE,TRUE,NA,1.2.2.1.1.1,235562-2,urn:lsid:ipni.org:names:235562-2,wfo-0000501699,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1925&rft.spage=239&rft.volume=63&rft_id=http://www.biodiversitylibrary.org/bibliography/15787&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_callitricha,Gand.,Gand.,,spec.,/n/77101575-1,Malvaceae,Sida,callitricha,tax. nov.,488,Novaes,"Brazil Southeast (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1924,18 Sep 1924,71(5-6): 627,578-2,citation,Bull. Soc. Bot. France 71(5-6): 627. 1924 [18 Sep 1924] ,FALSE,TRUE,NA,1.3,77101575-1,urn:lsid:ipni.org:names:77101575-1,wfo-0000744686,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=627&rft.volume=71&rft_id=http://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,S.Paulo,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_cambuiensis,Monteiro,Monteiro,,spec.,/n/235570-2,Malvaceae,Sida,cambuiensis,tax. nov.,1-73,"Monteiro, Oliveira",Brazil (Southern America),FALSE,FALSE,FALSE,NA,,"Trab. 26 Congr. Nac. Bot., Rio de Janeiro",1977,NA,"401 (-403), fig",16112-2,citation,"Trab. 26 Congr. Nac. Bot., Rio de Janeiro 401 (-403), fig. 1977 ",FALSE,TRUE,holotype RBR,1.2.2.1,235570-2,urn:lsid:ipni.org:names:235570-2,wfo-0000501637,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_compressi-caulis,Larrañaga,Larrañaga,,spec.,/n/235602-2,Malvaceae,Sida,compressi-caulis,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Escritos Damaso Antonio Larranaga,1922,NA,1: 413,1322-2,citation,Escritos Damaso Antonio Larranaga 1: 413. 1922 Pub. Inst. Hist. Geog. Uruguay,FALSE,TRUE,NA,1.1.1.1.2.1.1.1,235602-2,urn:lsid:ipni.org:names:235602-2,wfo-0000501745,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,Pub. Inst. Hist. Geog. Uruguay,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_conferta,Link,Link,,spec.,/n/313698-2,Malvaceae,Sida,conferta,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Enum. Hort. Berol. Alt.,1822,Jan-Jun 1822,2: 207,1251-2,citation,Enum. Hort. Berol. Alt. 2: 207. 1822 [Jan-Jun 1822] ,FALSE,TRUE,NA,1.2.2.1.1.2,313698-2,urn:lsid:ipni.org:names:313698-2,wfo-0001246713,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=207&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/66&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,"Type unknown. non Triana & Planchon 1862, nec Sesse & Mocino¹1894. [Gandhi; Fryxell, Syst. Bot. Monogr. 25: 389. 1988]",NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_fluviatilis,Vell.,Vell.,,spec.,/n/326448-2,Malvaceae,Sida,fluviatilis,tax. nov.,s.n.,A.C.V.Schott,"Aquaeduct bei Rio de Janeiro, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,278,932-2,citation,Fl. Flumin. 278. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,null B,1.2.2.1.1.3,326448-2,urn:lsid:ipni.org:names:326448-2,wfo-0001267386,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=278&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_fulva,A.St.-Hil.,A.St.-Hil.,,spec.,/n/313699-2,Malvaceae,Sida,fulva,tax. nov.,s.n.,A.F.C.P.de Saint-Hilaire,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Bras. Merid. (A. St.-Hil.).,1827,NA,1: 176,8262-2,citation,Fl. Bras. Merid. (A. St.-Hil.). 1: 176. 1827 ,FALSE,TRUE,holotype P,1.2.2.1.1.1,313699-2,urn:lsid:ipni.org:names:313699-2,wfo-0000501603,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.spage=176&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,"[Gandhi; Fryxell, Syst. Bot. Monogr. 25: 386. 1988]",NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_glocimarii,Krapov.,Krapov.,,spec.,/n/60462856-2,Malvaceae,Sida,glocimarii,tax. nov.,9494,Glocimar Pereira-Silva &amp; al.,"Tocantins (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bonplandia (Corrientes),2012,Jul 2012,"21(1): 82, fig. 4",13502-2,citation,"Bonplandia (Corrientes) 21(1): 82, fig. 4. 2012 [Jul 2012] (as Glocimari)",FALSE,TRUE,holotype CEN;isotype CTES,1.2,60462856-2,urn:lsid:ipni.org:names:60462856-2,wfo-0001354128,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,(as Glocimari),21 Feb 2005,"Tocantinopolis, ponte sobre o rio curicaca ... alt. 176 m",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_grazielae,Monteiro,Monteiro,,spec.,/n/235668-2,Malvaceae,Sida,grazielae,tax. nov.,8000," Barrozo,Monteiro","Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Portugaliae Acta Biol., Sér. B, Sist.",1974,NA,"12: 146, t. 6",2747-2,citation,"Portugaliae Acta Biol., Sér. B, Sist. 12: 146, t. 6. 1974 ",FALSE,TRUE,holotype RBR,1.2.2.1.1.1,235668-2,urn:lsid:ipni.org:names:235668-2,wfo-0000501881,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_inaequalis,Link & Otto,Link & Otto,,spec.,/n/235692-2,Malvaceae,Sida,inaequalis,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Icon. Pl. Select.,1825,NA,75 (t. 34),9066-2,citation,Icon. Pl. Select. 75 (t. 34). 1825 ,FALSE,TRUE,NA,1.3.2.1.1.1,235692-2,urn:lsid:ipni.org:names:235692-2,wfo-0001267445,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,"Link & Otto (l.c.), T. 34",,NA,NA,NA,NA,NA,NA,NA,NA
Sida_intermedia,A.St.-Hil.,A.St.-Hil.,,spec.,/n/235699-2,Malvaceae,Sida,intermedia,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Merid. (A. St.-Hil.).,1827,NA,"1(5): 188, t.34",8262-2,citation,"Fl. Bras. Merid. (A. St.-Hil.). 1(5): 188, t.34. 1827 ",FALSE,TRUE,NA,1.2.2.1.1.1,235699-2,urn:lsid:ipni.org:names:235699-2,wfo-0001077332,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.issue=5&rft.spage=188&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_lineata,Vell.,Vell.,,spec.,/n/235716-2,Malvaceae,Sida,lineata,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,280,932-2,citation,Fl. Flumin. 280. 1829 [1825 publ. 7 Sep-28 Nov 1829] ; see also Fl. Flumin. Icon. 7: t. 25. 1831 [1827 publ. 29 Oct 1831].,FALSE,TRUE,NA,1.2.2.1.1.2,235716-2,urn:lsid:ipni.org:names:235716-2,wfo-0001267448,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=280&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,see also Fl. Flumin. Icon. 7: t. 25. 1831 [1827 publ. 29 Oct 1831].,NA,NA,NA,Vell. (l.c.) Icon T. 25,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_longepilosa,Gand.,Gand.,,spec.,/n/77101622-1,Malvaceae,Sida,longepilosa,tax. nov.,s.n.,Dusén,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1924,18 Sep 1924,71(5-6): 630,578-2,citation,Bull. Soc. Bot. France 71(5-6): 630. 1924 [18 Sep 1924] ,FALSE,TRUE,NA,1.3,77101622-1,urn:lsid:ipni.org:names:77101622-1,wfo-0000744727,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=630&rft.volume=71&rft_id=http://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,Rio de J.,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_luetzelburgii,Ulbr.,Ulbr.,,spec.,/n/235727-2,Malvaceae,Sida,luetzelburgii,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1924,NA,9: 41,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 9: 41. 1924 ,FALSE,TRUE,NA,1.2.2.1.1.1,235727-2,urn:lsid:ipni.org:names:235727-2,wfo-0000501907,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=41&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_martiusiana,Gand.,Gand.,,spec.,/n/77101661-1,Malvaceae,Sida,martiusiana,tax. nov.,s.n.,Novaes,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1924,18 Sep 1924,71(5-6): 632,578-2,citation,Bull. Soc. Bot. France 71(5-6): 632. 1924 [18 Sep 1924] ,FALSE,TRUE,NA,1.3,77101661-1,urn:lsid:ipni.org:names:77101661-1,wfo-0000744737,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=632&rft.volume=71&rft_id=http://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,S.Paulo,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_megapotamica,A.Spreng.,A.Spreng.,,spec.,/n/323541-2,Malvaceae,Sida,megapotamica,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Tent. Suppl.,1828,Sep 1828,19,1479-2,citation,Tent. Suppl. 19. 1828 [Sep 1828] ,FALSE,TRUE,NA,1.1.2.5.1.2,323541-2,urn:lsid:ipni.org:names:323541-2,wfo-0000501789,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Ad fluv. magnum Brasil. (Rio grande). Sello. V.f.,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_nordestinensis,S.S.Figueiredo & J.I.M.Melo,S.S.Figueiredo & J.I.M.Melo,,spec.,/n/77218496-1,Malvaceae,Sida,nordestinensis,tax. nov.,60,S.S. Figueiredo,"Paraíba (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Harvard Pap. Bot.,2021,30 Jun 2021,"26(1): 105, figs. 1-3",10651-2,citation,"Harvard Pap. Bot. 26(1): 105, figs. 1-3. 2021 [30 Jun 2021] (epublished)",FALSE,TRUE,holotype HACAM;isotype JPB,1.1,77218496-1,urn:lsid:ipni.org:names:77218496-1,wfo-1000028984,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,(epublished),30 Apr 2019,NA,"Etymology: “the specific epithet refers to Northeastern Brazil, the region where this new taxon is recorded.” (english) doi:10.3100/hpib.v26iss1.2021.n5",NA,,NA,NA,NA,NA,NA,NA,"Isotype: JPB, to be distributed)",NA
Sida_paeoniiflora,Hook.,Hook.,,spec.,/n/323557-2,Malvaceae,Sida,paeoniiflora,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Mag.,1845,1 Jul 1845,71: t. 4170,864-2,citation,Bot. Mag. 71: t. 4170. 1845 [1 Jul 1845] ,FALSE,TRUE,NA,1.2.2.1.1.1,323557-2,urn:lsid:ipni.org:names:323557-2,wfo-0001267471,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,As S. paeoniaeflora,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_piauhyensis,Ulbr.,Ulbr.,,spec.,/n/235774-2,Malvaceae,Sida,piauhyensis,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1908,29 Dec 1908,42(2-3): 226,553-2,citation,Bot. Jahrb. Syst. 42(2-3): 226. 1908 [29 Dec 1908] ,FALSE,TRUE,NA,1.2.2.1.1.2,235774-2,urn:lsid:ipni.org:names:235774-2,wfo-0001076987,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.spage=226&rft.volume=42&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_pseudopotentilloides,Monteiro,Monteiro,,spec.,/n/235786-2,Malvaceae,Sida,pseudopotentilloides,tax. nov.,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Lilloa,1949,NA,"17: 516, fig. 3",1250-2,citation,"Lilloa 17: 516, fig. 3. 1949 ",FALSE,TRUE,NA,1.2.2.1.1.2,235786-2,urn:lsid:ipni.org:names:235786-2,wfo-0000505317,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_selloi,Gand.,Gand.,,spec.,/n/77101685-1,Malvaceae,Sida,selloi,tax. nov.,s.n.,Sello,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1924,18 Sep 1924,71(5-6): 633,578-2,citation,Bull. Soc. Bot. France 71(5-6): 633. 1924 [18 Sep 1924] ,FALSE,TRUE,NA,1.3,77101685-1,urn:lsid:ipni.org:names:77101685-1,wfo-0000744772,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=633&rft.volume=71&rft_id=http://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,Brasilia,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_sellowiana,Klotzsch,Klotzsch,,spec.,/n/235833-2,Malvaceae,Sida,sellowiana,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Allg. Gartenzeitung (Otto & Dietrich),1836,NA,4: 9,1411-2,citation,Allg. Gartenzeitung (Otto & Dietrich) 4: 9. 1836 ,FALSE,TRUE,NA,1.3.2.2.1.2,235833-2,urn:lsid:ipni.org:names:235833-2,wfo-0001267477,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.spage=9&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/14651&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_speciosa,Willd. ex Spreng.,Willd. ex Spreng.,,spec.,/n/323598-2,Malvaceae,Sida,speciosa,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Syst. Veg., ed. 16 [Sprengel]",1826,Jan-Mar 1826,3: 119,14620-2,citation,"Syst. Veg., ed. 16 [Sprengel] 3: 119. 1826 [Jan-Mar 1826] ",FALSE,TRUE,NA,1.1.2.1.1.2.2.1.1.1,323598-2,urn:lsid:ipni.org:names:323598-2,wfo-0001267478,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.spage=119&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_stolonifera,Salzm. ex Turcz.,Salzm. ex Turcz.,,spec.,/n/313680-2,Malvaceae,Sida,stolonifera,tax. nov.,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bull. Soc. Imp. Naturalistes Moscou,1858,NA,31: 199,880-2,citation,Bull. Soc. Imp. Naturalistes Moscou 31: 199. 1858 ,FALSE,TRUE,NA,1.3.2.1.1.2,313680-2,urn:lsid:ipni.org:names:313680-2,wfo-0000505289,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.spage=199&rft.volume=31&rft_id=http://www.biodiversitylibrary.org/bibliography/4951&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,"[Gandhi; Fuertes, Fl. Colombia (1983+) 17: 27. 1995]",NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_urosepala,R.E.Fr.,R.E.Fr.,,spec.,/n/235872-2,Malvaceae,Sida,urosepala,tax. nov.,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Kungl. Svenska Vetenskapsakad. Handl.,1947,NA,"24(2): 13, t. 1, f. 7, 8 & t. 4, f. 1",20010248-1,citation,"Kungl. Svenska Vetenskapsakad. Handl. 24(2): 13, t. 1, f. 7, 8 & t. 4, f. 1. 1947 ",FALSE,TRUE,NA,1.1.2.2.1.3,235872-2,urn:lsid:ipni.org:names:235872-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1947&rft.issue=2&rft.spage=13&rft.volume=24&rft_id=http://www.biodiversitylibrary.org/bibliography/50688&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_urticifolia,A.St.-Hil.,A.St.-Hil.,,spec.,/n/296021-2,Malvaceae,Sida,urticifolia,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Merid. (A. St.-Hil.).,1829,NA,1: 189,8262-2,citation,Fl. Bras. Merid. (A. St.-Hil.). 1: 189. 1829 ,FALSE,TRUE,NA,1.2.2.1.1.2,296021-2,urn:lsid:ipni.org:names:296021-2,wfo-0001077006,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=189&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_viscidula,Klotzsch,Klotzsch,,spec.,/n/564366-1,Malvaceae,Sida,viscidula,tax. nov.,10,[Luschnath],"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,104148,,Linnaea,1840,Oct-early Nov 1840,14(3): 301,703-2,citation,Linnaea 14(3): 301. 1840 [Oct-early Nov 1840] ,FALSE,TRUE,lectotype BR;isolectotype P,1.10,564366-1,urn:lsid:ipni.org:names:564366-1,wfo-0001040382,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/104148&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Jul 1835,"Campos, Crus de Casma",NA,NA,,NA,NA,nom. illeg. later homonym,Bonplandia (Corrientes) 15(1-2): 24. 2006 [Aug 2006] ,Krapov.,nom. illeg.,Martii Herbar Florae Brasil n. 1001,NA
Urena_pedersenii,Krapov.,Krapov.,,spec.,/n/77147474-1,Malvaceae,Urena,pedersenii,tax. nov.,8773,"J.Paula-Souza, M.S.Ferrucci &amp; J.G.Rando","Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bonplandia (Corrientes),2012,Dec 2012,21(2): 193,13502-2,citation,Bonplandia (Corrientes) 21(2): 193. 2012 [Dec 2012] ,FALSE,TRUE,holotype SPF;isotype CTES,1.2,77147474-1,urn:lsid:ipni.org:names:77147474-1,wfo-0001342605,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,3 Oct 2007,"Mun. Cristalina. Estrada para Unaí, ca. 600 m da BR 040, 1230 m",Named for Dr. Troels Myndel Pedersen.,NA,,NA,NA,NA,NA,NA,NA,NA,NA
