name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,infraspecies,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,typeLocations,speciesAuthor,referenceRemarks,originalTaxonDistribution,collectionDate1,locality,remarks,typeCoordinates,originalRemarks,basionymStr,basionymAuthorStr,basionymId,nameStatus,nameStatusType,bibliographicReference,typeChosenBy
Piper_aromaticum,C.DC.,C.DC.,,spec.,/n/197307-2,Piperaceae,Piper,aromaticum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Bull. Herb. Boissier,1901,NA,"ser. 2, 1: 355",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 355. 1901 ",FALSE,TRUE,1.1.2.1.1.1,197307-2,urn:lsid:ipni.org:names:197307-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_brumadinense,Carv.-Silva & E.F.Guim.,Carv.-Silva & E.F.Guim.,,spec.,/n/77312891-1,Piperaceae,Piper,brumadinense,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,FALSE,NA,,Acta Bot. Brasil.,2022,4 Nov 2022,36-e20210360: 7,1225-2,citation,Acta Bot. Brasil. 36-e20210360: 7. 2022 [4 Nov 2022] [epublished],FALSE,TRUE,1.1,77312891-1,urn:lsid:ipni.org:names:77312891-1,wfo-1000043582,TRUE,TRUE,TRUE,FALSE,FALSE,NA,106,H.E.S.Costa &amp; R.C.Mota,holotype BHCB 052556;isotype UB 0312466,NA,[epublished],NA,5 Dec 2009,"Brumadinho, Inhotim, 870 m",doi:10.1590/1677-941X-ABB-2021-0360,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_cariacicaense,Carv.-Silva & E.F.Guim.,Carv.-Silva & E.F.Guim.,,spec.,/n/77312892-1,Piperaceae,Piper,cariacicaense,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,FALSE,NA,,Acta Bot. Brasil.,2022,4 Nov 2022,36-e20210360: 7,1225-2,citation,Acta Bot. Brasil. 36-e20210360: 7. 2022 [4 Nov 2022] [epublished],FALSE,TRUE,1.1,77312892-1,urn:lsid:ipni.org:names:77312892-1,wfo-1000043583,TRUE,TRUE,TRUE,FALSE,FALSE,NA,10626,L.Kollmann et al.,holotype RB 00522000;isotype MBML,NA,[epublished],NA,15 Feb 2008,"Cariacica, Reserva Biológica Duas Bocas, localidade de Alegre, trilha do Pau Oco, 608 m",doi:10.1590/1677-941X-ABB-2021-0360,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_corintoananum,Yunck.,Yunck.,,spec.,/n/197670-2,Piperaceae,Piper,corintoananum,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bol. Inst. Bot. (São Paulo),1966,NA,"no. 3: 33, fig. 27",5530-2,citation,"Bol. Inst. Bot. (São Paulo) no. 3: 33, fig. 27. 1966 ",FALSE,TRUE,1.4,197670-2,urn:lsid:ipni.org:names:197670-2,wfo-0000478600,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_franciscanum,Trel. in J.F.Macbr.,Trel. in J.F.Macbr.,,spec.,/n/197959-2,Piperaceae,Piper,franciscanum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,"13, no. 357: 166",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, no. 357: 166. 1936 ",FALSE,TRUE,1.5,197959-2,urn:lsid:ipni.org:names:197959-2,wfo-0001092786,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_glaziovii,C.DC.,C.DC.,,spec.,/n/198023-2,Piperaceae,Piper,glaziovii,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Annuaire Conserv. Jard. Bot. Genève,1898,NA,2: 265,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 2: 265. 1898 ,FALSE,TRUE,1.1.2.1.1.1,198023-2,urn:lsid:ipni.org:names:198023-2,wfo-0000478904,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.spage=265&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_hispidonervum,C.DC.,C.DC.,,spec.,/n/198128-2,Piperaceae,Piper,hispidonervum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Candollea,1923,NA,"1: 114, 252",885-2,citation,"Candollea 1: 114, 252. 1923 ",FALSE,TRUE,1.1.2.1,198128-2,urn:lsid:ipni.org:names:198128-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_itacolumianum,C.DC.,C.DC.,,spec.,/n/198206-2,Piperaceae,Piper,itacolumianum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Notizbl. Königl. Bot. Gart. Berlin,1917,NA,6: 438,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 438. 1917 ,FALSE,TRUE,1.1.2.1.1.1,198206-2,urn:lsid:ipni.org:names:198206-2,wfo-0000486199,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=438&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_limae,Yunck.,Yunck.,,spec.,/n/198310-2,Piperaceae,Piper,limae,tax. nov.,"Alagoas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bol. Inst. Bot. (São Paulo),1966,NA,"no. 3: 49, fig. 42",5530-2,citation,"Bol. Inst. Bot. (São Paulo) no. 3: 49, fig. 42. 1966 ",FALSE,TRUE,1.3,198310-2,urn:lsid:ipni.org:names:198310-2,wfo-0000485882,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_longovarium,C.DC.,C.DC.,,spec.,/n/198344-2,Piperaceae,Piper,longovarium,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Notizbl. Königl. Bot. Gart. Berlin,1917,NA,6: 439,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 439. 1917 ,FALSE,TRUE,1.1.2.1.1.1,198344-2,urn:lsid:ipni.org:names:198344-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=439&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_marquetei,"G.A.Queiroz, E.F.Guim. & Sarnaglia","G.A.Queiroz, E.F.Guim. & Sarnaglia",,spec.,/n/77323699-1,Piperaceae,Piper,marquetei,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,NA,FALSE,NA,,Feddes Repert.,2022,30 Aug 2022,134(1): 21,914-2,citation,"Feddes Repert. 134(1): 21. 2022 [30 Aug 2022] , as 'marquetii' [epublished]",FALSE,TRUE,1.1,77323699-1,urn:lsid:ipni.org:names:77323699-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,944,A.M.de Carvalho &amp; G.P.Lewis,holotype CEPEC;isotype RB,NA,as 'marquetii' [epublished],NA,13 Dec 1981,"Uruçuca, 14km on the road Uruçuca/Serra Grande, Santo Antônio Farm, 120–140m","doi:10.1002/fedr.202200004 Etymology: the specific epithet honours Dr. Ronaldo Marquete, a researcher at the Instituto Brasileiro de Geografia e Estatísticas (IBGE).",,NA,NA,NA,NA,NA,NA,NA,NA
Piper_mourae,Yunck.,Yunck.,,spec.,/n/198489-2,Piperaceae,Piper,mourae,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bol. Inst. Bot. (São Paulo),1966,NA,"no. 3: 57, fig. 48",5530-2,citation,"Bol. Inst. Bot. (São Paulo) no. 3: 57, fig. 48. 1966 as mourai",FALSE,TRUE,1.3,198489-2,urn:lsid:ipni.org:names:198489-2,wfo-0000490787,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,as mourai,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_peraromaticum,C.DC.,C.DC.,,spec.,/n/198733-2,Piperaceae,Piper,peraromaticum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Notizbl. Königl. Bot. Gart. Berlin,1917,NA,6: 437,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 437. 1917 ,FALSE,TRUE,1.1.2.1.1.1,198733-2,urn:lsid:ipni.org:names:198733-2,wfo-0000486371,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=437&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_perobumbratum,Trel. in Standl.,Trel. in Standl.,,spec.,/n/198759-2,Piperaceae,Piper,perobumbratum,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1940,NA,"22, no. 1: 11",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22, no. 1: 11. 1940 ",FALSE,TRUE,1.4,198759-2,urn:lsid:ipni.org:names:198759-2,wfo-0001094463,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_perpilibracteum,Yunck.,Yunck.,,spec.,/n/198761-2,Piperaceae,Piper,perpilibracteum,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Amer. J. Bot.,1956,NA,"43: 161, fig. 1",835-2,citation,"Amer. J. Bot. 43: 161, fig. 1. 1956 ",FALSE,TRUE,1.3,198761-2,urn:lsid:ipni.org:names:198761-2,wfo-0001093829,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_praecox,C.DC.,C.DC.,,spec.,/n/198859-2,Piperaceae,Piper,praecox,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Annuaire Conserv. Jard. Bot. Genève,1898,NA,2: 254,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 2: 254. 1898 ,FALSE,TRUE,1.1.2.1.1.1,198859-2,urn:lsid:ipni.org:names:198859-2,wfo-0000485536,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.spage=254&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_redactum,Trel. in J.F.Macbr.,Trel. in J.F.Macbr.,,spec.,/n/198970-2,Piperaceae,Piper,redactum,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,"13, no. 357: 221",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, no. 357: 221. 1936 ",FALSE,TRUE,1.5,198970-2,urn:lsid:ipni.org:names:198970-2,wfo-0001092940,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_retinervulum,C.DC.,C.DC.,,spec.,/n/198990-2,Piperaceae,Piper,retinervulum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,FALSE,NA,,Candollea,1923,NA,"1: 121, 273",885-2,citation,"Candollea 1: 121, 273. 1923 ",FALSE,TRUE,1.1.2.1.1.1,198990-2,urn:lsid:ipni.org:names:198990-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_riojanum,Trel. in J.F.Macbr.,Trel. in J.F.Macbr.,,spec.,/n/199005-2,Piperaceae,Piper,riojanum,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,"13, no. 357: 224",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, no. 357: 224. 1936 ",FALSE,TRUE,1.5,199005-2,urn:lsid:ipni.org:names:199005-2,wfo-0001092267,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_ripagaudens,Yunck.,Yunck.,,spec.,/n/199010-2,Piperaceae,Piper,ripagaudens,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Caldasia,1953,NA,"6, no. 27: [19], fig. 1",883-2,citation,"Caldasia 6, no. 27: [19], fig. 1. 1953 ",FALSE,TRUE,1.3,199010-2,urn:lsid:ipni.org:names:199010-2,wfo-0000485382,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_saldanhae,Yunck.,Yunck.,,spec.,/n/199058-2,Piperaceae,Piper,saldanhae,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bol. Inst. Bot. (São Paulo),1966,NA,"no. 3: 66, fig. 55",5530-2,citation,"Bol. Inst. Bot. (São Paulo) no. 3: 66, fig. 55. 1966 as Saldanhai",FALSE,TRUE,1.3,199058-2,urn:lsid:ipni.org:names:199058-2,wfo-0000485365,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,as Saldanhai,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_sangabrielanum,Trel. ex Gleason,Trel. ex Gleason,,spec.,/n/199081-2,Piperaceae,Piper,sangabrielanum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,FALSE,NA,,Bull. Torrey Bot. Club,1931,NA,58: 354,586-2,citation,Bull. Torrey Bot. Club 58: 354. 1931 ,FALSE,TRUE,1.4,199081-2,urn:lsid:ipni.org:names:199081-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.spage=354&rft.volume=58&rft_id=http://www.biodiversitylibrary.org/bibliography/340&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_santa-barbaranum,Trel. in Standl.,Trel. in Standl.,,spec.,/n/199101-2,Piperaceae,Piper,santa-barbaranum,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1940,NA,"22, no. 1: 11",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22, no. 1: 11. 1940 ",FALSE,TRUE,1.4,199101-2,urn:lsid:ipni.org:names:199101-2,wfo-0001094465,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_santiaganum,Trel. in J.F.Macbr.,Trel. in J.F.Macbr.,,spec.,/n/199106-2,Piperaceae,Piper,santiaganum,tax. nov.,Peru (Loreto) &amp; Brazil,FALSE,FALSE,NA,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,"13, no. 357: 228",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, no. 357: 228. 1936 ",FALSE,TRUE,1.5,199106-2,urn:lsid:ipni.org:names:199106-2,wfo-0001092958,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_santosanum,C.DC.,C.DC.,,spec.,/n/199108-2,Piperaceae,Piper,santosanum,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Notizbl. Königl. Bot. Gart. Berlin,1917,NA,6: 437,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 437. 1917 ,FALSE,TRUE,1.1.2.1.1.1,199108-2,urn:lsid:ipni.org:names:199108-2,wfo-0000485785,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=437&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_serpavillanum,Trel. in J.F.Macbr.,Trel. in J.F.Macbr.,,spec.,/n/199172-2,Piperaceae,Piper,serpavillanum,tax. nov.,Brazil (Para) &amp; Peru (Loreto),FALSE,FALSE,NA,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,"13, no. 357: 233",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, no. 357: 233. 1936 ",FALSE,TRUE,1.5,199172-2,urn:lsid:ipni.org:names:199172-2,wfo-0001092975,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Piper_sievekingii,C.DC.,C.DC.,,spec.,/n/199181-2,Piperaceae,Piper,sievekingii,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Notizbl. Königl. Bot. Gart. Berlin,1917,NA,6: 435,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 435. 1917 ,FALSE,TRUE,1.1.2.1.1.1,199181-2,urn:lsid:ipni.org:names:199181-2,wfo-0000485875,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=435&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
